"uniprot_id"	"HI_bin"
"15115"	"Q9NU22"	"missing"
"15116"	"Q08AI8"	"missing"
"15117"	"Q8N3J2"	"missing"
"15118"	"Q7KZI7"	"missing"
"15119"	"Q9H1L0"	"missing"
"15120"	"Q86YR7"	"missing"
"15121"	"Q16539"	"missing"
"15122"	"Q8WV92"	"missing"
"15124"	"Q29983"	"missing"
"15125"	"P33527"	"missing"
"15126"	"P0C860"	"missing"
"15127"	"Q14168"	"missing"
"15128"	"P20645"	"missing"
"15129"	"A1L3X4"	"missing"
"15130"	"P07320"	"missing"
"15131"	"Q9UJA2"	"missing"
"15132"	"P11844"	"missing"
"15133"	"P16562"	"missing"
"15134"	"Q5T197"	"missing"
"15135"	"Q16698"	"missing"
"15136"	"Q6NSW5"	"missing"
"15137"	"Q5QP82"	"missing"
"15138"	"Q4QY38"	"missing"
"15139"	"Q8TEB1"	"missing"
"15140"	"Q9NXF7"	"missing"
"15141"	"Q9UBS4"	"missing"
"15142"	"Q9Y2G8"	"missing"
"15143"	"Q155Q3"	"missing"
"15144"	"Q9H1X3"	"missing"
"15145"	"O95886"	"missing"
"15146"	"Q92988"	"missing"
"15147"	"Q9NYJ7"	"missing"
"15148"	"Q9Y6T7"	"missing"
"15149"	"Q5TB30"	"missing"
"15150"	"Q8WWF6"	"missing"
"15151"	"P43004"	"missing"
"15152"	"P56555"	"missing"
"15153"	"Q9UNE0"	"missing"
"15154"	"Q9H8V3"	"missing"
"15156"	"Q14185"	"missing"
"15158"	"Q902F9"	"missing"
"15159"	"Q9HBU6"	"missing"
"15160"	"Q13144"	"missing"
"15161"	"P61566"	"missing"
"15163"	"P32298"	"missing"
"15164"	"P08263"	"missing"
"15165"	"P49840"	"missing"
"15166"	"Q9H4Y5"	"missing"
"15168"	"Q8IU81"	"missing"
"15169"	"P01566"	"missing"
"15170"	"P01571"	"missing"
"15172"	"P05113"	"missing"
"15173"	"Q9BY19"	"missing"
"15174"	"P35557"	"missing"
"15175"	"O14498"	"missing"
"15176"	"P78413"	"missing"
"15177"	"Q8N201"	"missing"
"15178"	"P05111"	"missing"
"15179"	"O60575"	"missing"
"15180"	"P09529"	"missing"
"15181"	"Q96EL1"	"missing"
"15182"	"P38570"	"missing"
"15183"	"Q3KP66"	"missing"
"15184"	"Q5VWX1"	"missing"
"15186"	"O00139"	"missing"
"15187"	"Q9P2J3"	"missing"
"15188"	"D3W0D1"	"missing"
"15189"	"Q8NEP7"	"missing"
"15190"	"Q9H6V9"	"missing"
"15191"	"A0A0B4J2D9"	"missing"
"15192"	"A6NJW4"	"missing"
"15193"	"O00370"	"missing"
"15194"	"Q8WV07"	"missing"
"15195"	"Q96E66"	"missing"
"15196"	"Q7Z4I7"	"missing"
"15197"	"Q16609"	"missing"
"15198"	"O75334"	"missing"
"15199"	"Q496Y0"	"missing"
"15200"	"P56270"	"missing"
"15201"	"Q5VSG8"	"missing"
"15202"	"Q9HCC0"	"missing"
"15203"	"Q9UHV7"	"missing"
"15204"	"Q9UNF1"	"missing"
"15206"	"P01717"	"missing"
"15207"	"A0A0A0MRZ9"	"missing"
"15208"	"Q567V2"	"missing"
"15209"	"O43462"	"missing"
"15210"	"Q6P0N0"	"missing"
"15211"	"Q9UKM7"	"missing"
"15212"	"Q6P0Q8"	"missing"
"15213"	"P14174"	"missing"
"15214"	"Q9ULD2"	"missing"
"15215"	"Q14264"	"missing"
"15216"	"O00418"	"missing"
"15217"	"Q16206"	"missing"
"15218"	"A6NLF2"	"missing"
"15219"	"Q9Y6B2"	"missing"
"15220"	"Q5T8I3"	"missing"
"15221"	"Q8N4Y2"	"missing"
"15222"	"Q14152"	"missing"
"15223"	"Q96Q35"	"missing"
"15224"	"A6NEW6"	"missing"
"15225"	"Q8N9E0"	"missing"
"15226"	"A6NE21"	"missing"
"15227"	"Q8IYT1"	"missing"
"15228"	"A1L162"	"missing"
"15229"	"P81408"	"missing"
"15230"	"Q6P179"	"missing"
"15231"	"Q96DZ1"	"missing"
"15232"	"Q8TCP9"	"missing"
"15233"	"A6NFA0"	"missing"
"15234"	"Q96PL5"	"missing"
"15235"	"Q8TAM6"	"missing"
"15236"	"Q5XKK7"	"missing"
"15237"	"O00519"	"missing"
"15238"	"Q8TAG9"	"missing"
"15239"	"Q96DF8"	"missing"
"15240"	"O95936"	"missing"
"15241"	"Q8TBE3"	"missing"
"15242"	"Q13045"	"missing"
"15243"	"P54760"	"missing"
"15244"	"Q9HCM7"	"missing"
"15245"	"P16591"	"missing"
"15246"	"Q8IX29"	"missing"
"15247"	"Q9NP95"	"missing"
"15248"	"P22455"	"missing"
"15249"	"Q14314"	"missing"
"15250"	"Q8N612"	"missing"
"15251"	"Q9NWN3"	"missing"
"15252"	"Q0JRZ9"	"missing"
"15253"	"Q4G163"	"missing"
"15254"	"Q5D862"	"missing"
"15255"	"P98095"	"missing"
"15256"	"Q9UK73"	"missing"
"15257"	"P02679"	"missing"
"15258"	"Q969F0"	"missing"
"15259"	"Q8IYD8"	"missing"
"15260"	"P04066"	"missing"
"15261"	"O60353"	"missing"
"15262"	"Q96ME1"	"missing"
"15263"	"Q8NA03"	"missing"
"15264"	"Q12951"	"missing"
"15265"	"O43603"	"missing"
"15268"	"A6NI86"	"missing"
"15269"	"A6NDE8"	"missing"
"15270"	"P28472"	"missing"
"15271"	"O14908"	"missing"
"15272"	"P78334"	"missing"
"15273"	"P48546"	"missing"
"15274"	"P20718"	"missing"
"15275"	"P51810"	"missing"
"15276"	"Q9UHW5"	"missing"
"15277"	"Q5TC63"	"missing"
"15278"	"P43304"	"missing"
"15279"	"Q16778"	"missing"
"15280"	"P23610"	"missing"
"15281"	"P42262"	"missing"
"15282"	"P05981"	"missing"
"15283"	"Q86V97"	"missing"
"15284"	"P48549"	"missing"
"15285"	"O95970"	"missing"
"15286"	"O95835"	"missing"
"15287"	"Q86W92"	"missing"
"15288"	"Q9H9A6"	"missing"
"15289"	"Q96CX6"	"missing"
"15290"	"Q8N1G4"	"missing"
"15291"	"Q8IZ02"	"missing"
"15292"	"Q9H0V9"	"missing"
"15293"	"O43504"	"missing"
"15294"	"Q9HBW0"	"missing"
"15295"	"Q52LA3"	"missing"
"15296"	"A0A0A0MT76"	"missing"
"15297"	"Q6PI73"	"missing"
"15298"	"Q9GZU1"	"missing"
"15299"	"P43365"	"missing"
"15300"	"Q9Y5V3"	"missing"
"15301"	"Q96T53"	"missing"
"15302"	"P45983"	"missing"
"15303"	"Q8TCQ1"	"missing"
"15304"	"Q5VYS4"	"missing"
"15306"	"A8MYZ0"	"missing"
"15307"	"Q13164"	"missing"
"15308"	"A6NCE7"	"missing"
"15309"	"P26038"	"missing"
"15311"	"Q9NX63"	"missing"
"15312"	"Q96LB1"	"missing"
"15313"	"Q9NPB6"	"missing"
"15314"	"P28799"	"missing"
"15315"	"Q14831"	"missing"
"15316"	"Q2KHT4"	"missing"
"15317"	"P68871"	"missing"
"15318"	"Q8N3Z3"	"missing"
"15320"	"Q9NYZ3"	"missing"
"15321"	"A1L0T0"	"missing"
"15322"	"Q8TDS4"	"missing"
"15323"	"Q8TD20"	"missing"
"15324"	"B2CW77"	"missing"
"15325"	"Q9NSA2"	"missing"
"15327"	"Q16695"	"missing"
"15328"	"Q02539"	"missing"
"15329"	"Q9GZV7"	"missing"
"15330"	"Q0VDF9"	"missing"
"15331"	"P83110"	"missing"
"15332"	"P37235"	"missing"
"15333"	"P0CJ74"	"missing"
"15334"	"Q9NSC5"	"missing"
"15335"	"P78552"	"missing"
"15336"	"Q5VWK5"	"missing"
"15337"	"Q14197"	"missing"
"15338"	"O00425"	"missing"
"15339"	"P52790"	"missing"
"15340"	"Q9UPP2"	"missing"
"15341"	"P35908"	"missing"
"15342"	"Q86Y46"	"missing"
"15343"	"Q9H910"	"missing"
"15344"	"Q8IZA0"	"missing"
"15345"	"Q9BZI1"	"missing"
"15346"	"Q8WYH8"	"missing"
"15347"	"P56199"	"missing"
"15348"	"Q96T52"	"missing"
"15349"	"Q9C010"	"missing"
"15350"	"O15503"	"missing"
"15351"	"Q14974"	"missing"
"15353"	"C9JVW0"	"missing"
"15354"	"P0DMQ5"	"missing"
"15355"	"Q0VD86"	"missing"
"15356"	"P51460"	"missing"
"15357"	"O43736"	"missing"
"15358"	"O60271"	"missing"
"15359"	"P60329"	"missing"
"15360"	"Q14571"	"missing"
"15361"	"Q96JJ6"	"missing"
"15362"	"O75690"	"missing"
"15363"	"Q96J84"	"missing"
"15364"	"P12532"	"missing"
"15365"	"Q9BYR5"	"missing"
"15366"	"Q99706"	"missing"
"15367"	"Q15418"	"missing"
"15368"	"Q96FN5"	"missing"
"15369"	"Q8TAE7"	"missing"
"15371"	"Q13241"	"missing"
"15372"	"Q9NR64"	"missing"
"15373"	"Q9HA64"	"missing"
"15374"	"Q9H7Z6"	"missing"
"15375"	"A0A0C4DH67"	"missing"
"15376"	"Q9Y693"	"missing"
"15377"	"P18428"	"missing"
"15378"	"P07098"	"missing"
"15379"	"Q1X8D7"	"missing"
"15380"	"O43561"	"missing"
"15381"	"A1A4G5"	"missing"
"15382"	"Q96PB8"	"missing"
"15383"	"A6NCL2"	"missing"
"15384"	"P0CW19"	"missing"
"15385"	"Q1L5Z9"	"missing"
"15386"	"Q8N149"	"missing"
"15387"	"Q8TAP4"	"missing"
"15388"	"Q9HD34"	"missing"
"15389"	"Q969V1"	"missing"
"15390"	"Q7Z304"	"missing"
"15391"	"O43708"	"missing"
"15392"	"Q8N7X4"	"missing"
"15393"	"O75444"	"missing"
"15394"	"Q8IWC1"	"missing"
"15395"	"P35410"	"missing"
"15396"	"Q16674"	"missing"
"15397"	"A6NFX1"	"missing"
"15398"	"Q9H7H0"	"missing"
"15399"	"Q02297"	"missing"
"15400"	"Q9HAP2"	"missing"
"15401"	"A0A087WXM9"	"missing"
"15402"	"Q6P2C8"	"missing"
"15403"	"P00540"	"missing"
"15404"	"Q99549"	"missing"
"15406"	"P0C0S5"	"missing"
"15408"	"O95714"	"missing"
"15409"	"Q9BSE4"	"missing"
"15410"	"P04196"	"missing"
"15411"	"P35367"	"missing"
"15412"	"Q96ED9"	"missing"
"15413"	"O14792"	"missing"
"15414"	"A6NJ69"	"missing"
"15415"	"Q86SU0"	"missing"
"15417"	"O95998"	"missing"
"15418"	"Q8NFR9"	"missing"
"15419"	"P14784"	"missing"
"15420"	"P24593"	"missing"
"15421"	"P08887"	"missing"
"15422"	"Q9Y6W8"	"missing"
"15423"	"Q8NI38"	"missing"
"15424"	"P23677"	"missing"
"15426"	"Q9BY32"	"missing"
"15427"	"Q8N9B5"	"missing"
"15428"	"Q8IUC0"	"missing"
"15429"	"Q5JUW0"	"missing"
"15430"	"P17252"	"missing"
"15431"	"A0A075B6P5"	"missing"
"15432"	"Q13571"	"missing"
"15433"	"Q5TA79"	"missing"
"15434"	"Q96JA1"	"missing"
"15435"	"P83369"	"missing"
"15436"	"Q8TCA0"	"missing"
"15437"	"Q7L1W4"	"missing"
"15438"	"A6NK58"	"missing"
"15439"	"Q5VXI9"	"missing"
"15440"	"P49641"	"missing"
"15441"	"Q99759"	"missing"
"15442"	"Q8WWY6"	"missing"
"15443"	"Q5TCX8"	"missing"
"15444"	"O43324"	"missing"
"15445"	"Q8NA82"	"missing"
"15446"	"Q6N075"	"missing"
"15447"	"Q502X0"	"missing"
"15448"	"Q96DE0"	"missing"
"15449"	"Q8NEH6"	"missing"
"15450"	"Q96HJ5"	"missing"
"15451"	"A6NI15"	"missing"
"15452"	"P49959"	"missing"
"15453"	"P51512"	"missing"
"15454"	"Q9Y4B5"	"missing"
"15455"	"P60323"	"missing"
"15456"	"O00533"	"missing"
"15457"	"Q96L15"	"missing"
"15458"	"Q5VTT5"	"missing"
"15460"	"Q96EZ4"	"missing"
"15461"	"Q6IQ20"	"missing"
"15462"	"Q86XR2"	"missing"
"15463"	"P20592"	"missing"
"15464"	"Q16517"	"missing"
"15465"	"O00634"	"missing"
"15466"	"Q9GZT8"	"missing"
"15467"	"Q9C000"	"missing"
"15468"	"Q9UJM8"	"missing"
"15469"	"Q8NC69"	"missing"
"15470"	"P14317"	"missing"
"15471"	"Q15751"	"missing"
"15472"	"Q86YM7"	"missing"
"15473"	"Q9Y5N1"	"missing"
"15474"	"P10321"	"missing"
"15475"	"P01871"	"missing"
"15476"	"A0M8Q6"	"missing"
"15477"	"A6NGN9"	"missing"
"15478"	"Q71H61"	"missing"
"15479"	"Q9Y547"	"missing"
"15480"	"Q6ZMJ4"	"missing"
"15481"	"Q02363"	"missing"
"15482"	"Q02535"	"missing"
"15483"	"P98153"	"missing"
"15484"	"P20042"	"missing"
"15485"	"Q13422"	"missing"
"15486"	"Q7Z3Y8"	"missing"
"15487"	"Q9C075"	"missing"
"15488"	"Q6A163"	"missing"
"15489"	"Q6DN14"	"missing"
"15490"	"P49895"	"missing"
"15491"	"Q8WZA9"	"missing"
"15492"	"A6NDP7"	"missing"
"15493"	"Q96CN7"	"missing"
"15494"	"Q13683"	"missing"
"15495"	"O14732"	"missing"
"15496"	"P52292"	"missing"
"15497"	"Q9NQC1"	"missing"
"15498"	"P16144"	"missing"
"15500"	"P28290"	"missing"
"15501"	"P27144"	"missing"
"15502"	"P26371"	"missing"
"15503"	"Q07666"	"missing"
"15504"	"Q13976"	"missing"
"15505"	"Q8N109"	"missing"
"15506"	"A5PL33"	"missing"
"15507"	"O60229"	"missing"
"15508"	"Q92952"	"missing"
"15509"	"Q96RP8"	"missing"
"15510"	"Q12791"	"missing"
"15511"	"Q8N3X6"	"missing"
"15513"	"Q9UNZ5"	"missing"
"15514"	"Q8IZD2"	"missing"
"15515"	"A0A0C4DH55"	"missing"
"15516"	"A8MZ59"	"missing"
"15518"	"Q8N8F7"	"missing"
"15519"	"Q3MHD2"	"missing"
"15520"	"Q3KQU3"	"missing"
"15521"	"O43283"	"missing"
"15522"	"Q9NQ48"	"missing"
"15523"	"A6NHS7"	"missing"
"15524"	"Q96LZ2"	"missing"
"15525"	"P41279"	"missing"
"15526"	"O43318"	"missing"
"15527"	"Q8N8R3"	"missing"
"15528"	"P43364"	"missing"
"15529"	"Q9NXJ0"	"missing"
"15530"	"P01718"	"missing"
"15531"	"Q8N729"	"missing"
"15532"	"Q96RN5"	"missing"
"15533"	"Q6NW34"	"missing"
"15534"	"Q96EH3"	"missing"
"15535"	"Q9P0L2"	"missing"
"15536"	"P55083"	"missing"
"15537"	"P53779"	"missing"
"15538"	"P04733"	"missing"
"15539"	"Q765P7"	"missing"
"15540"	"Q96KJ4"	"missing"
"15541"	"Q14919"	"missing"
"15542"	"Q9HC58"	"missing"
"15543"	"O15049"	"missing"
"15544"	"Q96M43"	"missing"
"15545"	"Q8WU39"	"missing"
"15546"	"Q8N6N6"	"missing"
"15547"	"P32519"	"missing"
"15548"	"Q9GZT9"	"missing"
"15549"	"P0CG43"	"missing"
"15550"	"O00321"	"missing"
"15551"	"Q8N9W8"	"missing"
"15552"	"Q96PZ2"	"missing"
"15553"	"Q13868"	"missing"
"15554"	"A6NC97"	"missing"
"15555"	"Q15910"	"missing"
"15557"	"Q9C0D9"	"missing"
"15558"	"Q96RQ1"	"missing"
"15559"	"Q9UKR5"	"missing"
"15560"	"Q96SL8"	"missing"
"15561"	"Q53EP0"	"missing"
"15563"	"Q7Z7B0"	"missing"
"15564"	"Q6PJ61"	"missing"
"15565"	"P0C7X4"	"missing"
"15566"	"Q01362"	"missing"
"15567"	"Q92914"	"missing"
"15568"	"P31995"	"missing"
"15569"	"P23142"	"missing"
"15570"	"P02751"	"missing"
"15572"	"Q9H461"	"missing"
"15573"	"Q9H0R6"	"missing"
"15574"	"Q6P4F1"	"missing"
"15575"	"P54826"	"missing"
"15576"	"O76087"	"missing"
"15577"	"A6NGK3"	"missing"
"15579"	"P57057"	"missing"
"15580"	"Q96A11"	"missing"
"15581"	"Q99501"	"missing"
"15582"	"Q7Z7M9"	"missing"
"15583"	"Q8NHY3"	"missing"
"15584"	"P02792"	"missing"
"15585"	"Q04609"	"missing"
"15586"	"A6NER3"	"missing"
"15587"	"Q53GS7"	"missing"
"15589"	"Q99928"	"missing"
"15591"	"Q8IWJ2"	"missing"
"15593"	"P16383"	"missing"
"15594"	"P33402"	"missing"
"15595"	"Q6P9A2"	"missing"
"15596"	"A8MQT2"	"missing"
"15597"	"Q5T3I0"	"missing"
"15599"	"Q99680"	"missing"
"15600"	"Q9ULK0"	"missing"
"15601"	"Q9P1Z3"	"missing"
"15602"	"Q7Z2G1"	"missing"
"15603"	"Q5T8I9"	"missing"
"15604"	"Q12840"	"missing"
"15605"	"Q9H252"	"missing"
"15606"	"Q16566"	"missing"
"15607"	"Q68DU8"	"missing"
"15608"	"A8MYU2"	"missing"
"15610"	"Q9ULS6"	"missing"
"15611"	"Q9P2G3"	"missing"
"15612"	"Q9UIC8"	"missing"
"15614"	"A0A0A0MRZ7"	"missing"
"15615"	"Q6P1M3"	"missing"
"15616"	"Q96B96"	"missing"
"15617"	"A8MUM7"	"missing"
"15618"	"O95447"	"missing"
"15619"	"Q96EK9"	"missing"
"15620"	"P01597"	"missing"
"15621"	"Q96DT0"	"missing"
"15622"	"Q9Y383"	"missing"
"15623"	"Q9NS86"	"missing"
"15624"	"Q96M69"	"missing"
"15625"	"Q96L11"	"missing"
"15626"	"Q5SZI1"	"missing"
"15628"	"Q9BY71"	"missing"
"15629"	"Q9NR82"	"missing"
"15630"	"Q8TE12"	"missing"
"15631"	"Q6P1Q0"	"missing"
"15632"	"Q9NUN5"	"missing"
"15633"	"Q9P244"	"missing"
"15635"	"A6NI73"	"missing"
"15636"	"Q13136"	"missing"
"15637"	"Q8TDD5"	"missing"
"15638"	"P02686"	"missing"
"15639"	"P43366"	"missing"
"15640"	"Q9Y6R4"	"missing"
"15641"	"O95382"	"missing"
"15642"	"O15481"	"missing"
"15643"	"Q96N66"	"missing"
"15644"	"A0A075B6I0"	"missing"
"15645"	"P0DM35"	"missing"
"15646"	"A0A075B6K5"	"missing"
"15647"	"A0A075B6J1"	"missing"
"15648"	"Q9Y2X0"	"missing"
"15649"	"Q15843"	"missing"
"15650"	"Q7L5Y9"	"missing"
"15652"	"Q86YW9"	"missing"
"15653"	"P29966"	"missing"
"15654"	"Q9ULX9"	"missing"
"15655"	"Q5U5Q3"	"missing"
"15656"	"A9UHW6"	"missing"
"15657"	"Q96A46"	"missing"
"15658"	"Q6J272"	"missing"
"15660"	"Q05BU3"	"missing"
"15661"	"O14944"	"missing"
"15662"	"F2Z333"	"missing"
"15663"	"Q9Y2H6"	"missing"
"15664"	"Q9Y5Z7"	"missing"
"15665"	"O15197"	"missing"
"15666"	"P22087"	"missing"
"15667"	"Q9UGM5"	"missing"
"15668"	"P22607"	"missing"
"15669"	"Q9UH90"	"missing"
"15670"	"Q13643"	"missing"
"15671"	"P07332"	"missing"
"15672"	"Q96DB9"	"missing"
"15674"	"Q8N4E7"	"missing"
"15675"	"A0AVI2"	"missing"
"15676"	"O60774"	"missing"
"15678"	"Q8TEQ6"	"missing"
"15679"	"O14610"	"missing"
"15680"	"P51674"	"missing"
"15681"	"P30968"	"missing"
"15682"	"P04899"	"missing"
"15683"	"Q86SR1"	"missing"
"15684"	"Q8TDV5"	"missing"
"15685"	"Q7Z602"	"missing"
"15686"	"Q86YW7"	"missing"
"15687"	"Q5T848"	"missing"
"15688"	"P02008"	"missing"
"15689"	"P09341"	"missing"
"15690"	"Q75N03"	"missing"
"15691"	"O00178"	"missing"
"15692"	"Q9NZI5"	"missing"
"15693"	"P49019"	"missing"
"15694"	"Q9Y5R4"	"missing"
"15695"	"Q9NWT6"	"missing"
"15696"	"Q02156"	"missing"
"15697"	"Q9H2S1"	"missing"
"15698"	"Q6JVE6"	"missing"
"15699"	"Q53H82"	"missing"
"15700"	"P01594"	"missing"
"15701"	"P16150"	"missing"
"15702"	"Q86WU2"	"missing"
"15703"	"O43766"	"missing"
"15704"	"Q8IYD9"	"missing"
"15705"	"Q9HCC9"	"missing"
"15706"	"O15116"	"missing"
"15707"	"Q6ZRR7"	"missing"
"15708"	"Q9P2M1"	"missing"
"15709"	"Q86VH4"	"missing"
"15710"	"Q86X40"	"missing"
"15711"	"Q9HAT1"	"missing"
"15712"	"Q8N485"	"missing"
"15713"	"Q96KR4"	"missing"
"15714"	"Q9Y234"	"missing"
"15715"	"Q6ZMQ8"	"missing"
"15716"	"Q8IVH8"	"missing"
"15717"	"O60476"	"missing"
"15718"	"Q8TC05"	"missing"
"15719"	"O60299"	"missing"
"15720"	"O60336"	"missing"
"15721"	"Q8WZ33"	"missing"
"15722"	"P11226"	"missing"
"15723"	"Q9H9K5"	"missing"
"15724"	"Q14696"	"missing"
"15726"	"Q6NUT3"	"missing"
"15727"	"Q4VC31"	"missing"
"15728"	"Q6UX53"	"missing"
"15729"	"Q96HT8"	"missing"
"15730"	"Q9NZJ7"	"missing"
"15731"	"P78417"	"missing"
"15732"	"Q9H4S2"	"missing"
"15733"	"Q16478"	"missing"
"15734"	"O60443"	"missing"
"15735"	"Q9C0E4"	"missing"
"15736"	"P51858"	"missing"
"15737"	"Q96MH2"	"missing"
"15738"	"Q6MZM0"	"missing"
"15739"	"P20823"	"missing"
"15740"	"Q9UBC0"	"missing"
"15741"	"Q8NCD3"	"missing"
"15742"	"Q58FG1"	"missing"
"15743"	"Q9BVR0"	"missing"
"15744"	"P0DOY2"	"missing"
"15745"	"Q9NX55"	"missing"
"15746"	"P60842"	"missing"
"15747"	"Q9H1B7"	"missing"
"15748"	"Q9NZH6"	"missing"
"15749"	"Q9H1K1"	"missing"
"15750"	"Q6IE38"	"missing"
"15751"	"Q99456"	"missing"
"15752"	"Q6GPH6"	"missing"
"15754"	"Q6UXX5"	"missing"
"15755"	"P57087"	"missing"
"15756"	"Q96S16"	"missing"
"15757"	"Q6ZNG9"	"missing"
"15758"	"P17540"	"missing"
"15759"	"A8MTY7"	"missing"
"15761"	"Q9NQR1"	"missing"
"15762"	"Q8IU85"	"missing"
"15763"	"Q96SI1"	"missing"
"15765"	"Q9HB15"	"missing"
"15766"	"Q6JEL2"	"missing"
"15767"	"Q9H427"	"missing"
"15768"	"Q92993"	"missing"
"15769"	"Q6JVE5"	"missing"
"15770"	"Q6JVE9"	"missing"
"15771"	"P31025"	"missing"
"15772"	"A0A075B6S5"	"missing"
"15773"	"Q5T5A8"	"missing"
"15774"	"Q6ZQX7"	"missing"
"15775"	"Q14657"	"missing"
"15776"	"Q5TA78"	"missing"
"15777"	"Q9UQV4"	"missing"
"15778"	"O75197"	"missing"
"15779"	"Q96MC6"	"missing"
"15780"	"Q9NRN9"	"missing"
"15781"	"Q14D04"	"missing"
"15782"	"Q96ER9"	"missing"
"15785"	"Q504T8"	"missing"
"15786"	"C0HLV8"	"missing"
"15787"	"P09238"	"missing"
"15788"	"Q93083"	"missing"
"15789"	"Q14686"	"missing"
"15790"	"Q86W24"	"missing"
"15791"	"P54296"	"missing"
"15792"	"Q14596"	"missing"
"15793"	"Q5VVJ2"	"missing"
"15794"	"Q15120"	"missing"
"15795"	"Q3SYA9"	"missing"
"15796"	"Q9ULC6"	"missing"
"15797"	"Q8N699"	"missing"
"15798"	"P10244"	"missing"
"15799"	"Q86UY6"	"missing"
"15800"	"O96009"	"missing"
"15801"	"Q9H009"	"missing"
"15802"	"P48645"	"missing"
"15803"	"Q8TAU0"	"missing"
"15805"	"Q8IVI9"	"missing"
"15806"	"Q13287"	"missing"
"15807"	"Q6ZUT1"	"missing"
"15808"	"A8MWY0"	"missing"
"15809"	"Q3SY89"	"missing"
"15810"	"Q8NFI3"	"missing"
"15811"	"Q9HB03"	"missing"
"15812"	"Q9NZB2"	"missing"
"15813"	"Q6P1L5"	"missing"
"15814"	"A8MX19"	"missing"
"15815"	"Q6NSI3"	"missing"
"15816"	"Q5RKV6"	"missing"
"15817"	"A8MZ36"	"missing"
"15818"	"A1A519"	"missing"
"15819"	"A8MVW0"	"missing"
"15820"	"Q5VUB5"	"missing"
"15821"	"O76042"	"missing"
"15822"	"Q5RHP9"	"missing"
"15823"	"Q86X53"	"missing"
"15824"	"Q9Y5Y0"	"missing"
"15825"	"Q9UF33"	"missing"
"15827"	"Q8N3F9"	"missing"
"15829"	"Q11130"	"missing"
"15830"	"Q9UF56"	"missing"
"15831"	"Q96IV6"	"missing"
"15832"	"Q6IN97"	"missing"
"15833"	"Q5SYB0"	"missing"
"15834"	"Q4V321"	"missing"
"15835"	"P85037"	"missing"
"15836"	"Q6PIV2"	"missing"
"15837"	"Q6P531"	"missing"
"15838"	"Q9UEU5"	"missing"
"15839"	"P48060"	"missing"
"15840"	"A0A1W2PPG7"	"missing"
"15842"	"P55040"	"missing"
"15843"	"Q96EK6"	"missing"
"15844"	"Q7Z4T8"	"missing"
"15845"	"Q8TDV2"	"missing"
"15846"	"Q4AE62"	"missing"
"15847"	"Q6UXU4"	"missing"
"15848"	"Q96MM7"	"missing"
"15849"	"Q9BYW1"	"missing"
"15850"	"Q8N442"	"missing"
"15851"	"P84243"	"missing"
"15852"	"P13807"	"missing"
"15853"	"Q76N89"	"missing"
"15854"	"P04233"	"missing"
"15855"	"Q9BQS7"	"missing"
"15857"	"Q6PI47"	"missing"
"15858"	"O43474"	"missing"
"15859"	"Q4FZB7"	"missing"
"15860"	"P01601"	"missing"
"15861"	"Q6UWM7"	"missing"
"15862"	"Q7Z4F1"	"missing"
"15864"	"Q6UY01"	"missing"
"15865"	"Q8IUZ0"	"missing"
"15866"	"Q5VYY2"	"missing"
"15867"	"Q8N6C8"	"missing"
"15868"	"Q6UY18"	"missing"
"15869"	"Q8NG48"	"missing"
"15870"	"Q99732"	"missing"
"15871"	"Q6UWQ5"	"missing"
"15872"	"A6NDZ8"	"missing"
"15874"	"Q9P127"	"missing"
"15875"	"Q96MC5"	"missing"
"15876"	"Q9H2D1"	"missing"
"15877"	"Q16819"	"missing"
"15879"	"P0DMT0"	"missing"
"15880"	"Q8TCY5"	"missing"
"15881"	"Q6ZTZ1"	"missing"
"15882"	"Q9Y5R2"	"missing"
"15883"	"Q13613"	"missing"
"15884"	"Q86T75"	"missing"
"15885"	"P0DPF2"	"missing"
"15886"	"Q96MN2"	"missing"
"15887"	"Q8N6I1"	"missing"
"15889"	"O75487"	"missing"
"15890"	"O95249"	"missing"
"15891"	"P49685"	"missing"
"15892"	"Q14416"	"missing"
"15893"	"Q68CZ6"	"missing"
"15894"	"Q49A26"	"missing"
"15895"	"P02724"	"missing"
"15896"	"P48507"	"missing"
"15897"	"O15499"	"missing"
"15898"	"O75146"	"missing"
"15899"	"P48723"	"missing"
"15900"	"Q12988"	"missing"
"15902"	"Q8IX15"	"missing"
"15903"	"Q6UXB1"	"missing"
"15904"	"P01579"	"missing"
"15905"	"P20810"	"missing"
"15906"	"P17936"	"missing"
"15907"	"Q14602"	"missing"
"15908"	"P41134"	"missing"
"15909"	"Q05BQ5"	"missing"
"15910"	"Q9BUE6"	"missing"
"15911"	"P10914"	"missing"
"15912"	"A1A4Y4"	"missing"
"15913"	"Q8NA54"	"missing"
"15914"	"P04264"	"missing"
"15915"	"P12035"	"missing"
"15916"	"A6NCM1"	"missing"
"15917"	"Q96AB3"	"missing"
"15918"	"P0C7M6"	"missing"
"15919"	"Q96SY0"	"missing"
"15920"	"Q15053"	"missing"
"15921"	"Q5DT21"	"missing"
"15922"	"Q9Y287"	"missing"
"15923"	"Q9ULH0"	"missing"
"15924"	"Q9BYP9"	"missing"
"15925"	"Q9BYQ2"	"missing"
"15926"	"Q9NS87"	"missing"
"15927"	"Q3LI61"	"missing"
"15928"	"P13861"	"missing"
"15929"	"P46020"	"missing"
"15930"	"P46013"	"missing"
"15931"	"Q02241"	"missing"
"15932"	"P48729"	"missing"
